antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'abdominal pain', 'vomiting'})",frozenset({'body pain'}),0.016428333435330438,0.28785622488321333,0.016428333435330438,1.0,3.473956487846361,0.011699335391513547,inf
frozenset({'abdominal pain'}),frozenset({'body pain'}),0.07512199986853707,0.28785622488321333,0.06617118740494436,0.8808496515101227,3.0600333616807966,0.04454685211711003,5.976850123751747
"frozenset({'abdominal pain', 'fever'})",frozenset({'body pain'}),0.008989344702610445,0.28785622488321333,0.006956202443850595,0.7738275340393345,2.6882431823500967,0.00436856361358324,3.1486758217538213
frozenset({'diarrhea'}),frozenset({'vomiting'}),0.04400835016285538,0.10807613063788989,0.03243054563917051,0.7369180057684384,6.818508410867236,0.027674293437811755,3.390288537105467
frozenset({'chest'}),frozenset({'body pain'}),0.015786884985799738,0.28785622488321333,0.0115460720915526,0.7313711414213926,2.540751521764445,0.007001718976874806,2.6510322788286573
"frozenset({'body pain', 'vomiting'})",frozenset({'abdominal pain'}),0.023085344376219716,0.07512199986853707,0.016428333435330438,0.7116347569955818,9.473053942133292,0.014694116198134927,3.2073144131218765
"frozenset({'diarrhea', 'fever'})",frozenset({'vomiting'}),0.015571557767759396,0.10807613063788989,0.008864681576376564,0.5692867540029112,5.2674605451069665,0.00718176786483275,2.0708066855416343
"frozenset({'body pain', 'fever'})",frozenset({'abdominal pain'}),0.013062429027015633,0.07512199986853707,0.006956202443850595,0.5325351379489849,7.088937180598458,0.005974926652200352,1.9784973699916928
frozenset({'headache'}),frozenset({'vision'}),0.02262295750800677,0.04650614589212333,0.008885080997033017,0.39274621781384633,8.44503904333137,0.007832974434654347,1.5701735947617088
"frozenset({'vomiting', 'fever'})",frozenset({'diarrhea'}),0.024186913091668198,0.04400835016285538,0.008864681576376564,0.366507356386468,8.328132161968965,0.007800255435679878,1.509080901688191
frozenset({'diarrhea'}),frozenset({'fever'}),0.04400835016285538,0.09599514040467917,0.015571557767759396,0.353831891223733,3.6859354518584135,0.011346970014897808,1.3990242590389568
frozenset({'vomiting'}),frozenset({'diarrhea'}),0.10807613063788989,0.04400835016285538,0.03243054563917051,0.30007130573381985,6.818508410867235,0.027674293437811755,1.365841488809694
"frozenset({'vomiting', 'diarrhea'})",frozenset({'fever'}),0.03243054563917051,0.09599514040467917,0.008864681576376564,0.27334358400894604,2.847473141417711,0.005751506794344035,1.2440609340280706
frozenset({'fever'}),frozenset({'vomiting'}),0.09599514040467917,0.10807613063788989,0.024186913091668198,0.25195976577257273,2.3313174175042066,0.01381212975668951,1.1923474547906976
"frozenset({'body pain', 'abdominal pain'})",frozenset({'vomiting'}),0.06617118740494436,0.10807613063788989,0.016428333435330438,0.24827019250530935,2.29717876685594,0.009276807540889376,1.1864952812429346
frozenset({'bleeding'}),frozenset({'cough'}),0.039225819320064644,0.059591240942090576,0.009657992379683084,0.24621518548480298,4.131734489705783,0.007320477129430201,1.24758252083221
frozenset({'headache'}),frozenset({'fever'}),0.02262295750800677,0.09599514040467917,0.005516909986423052,0.24386334034665866,2.5403717242208628,0.0033452160040728512,1.1955575067736715
frozenset({'headache'}),frozenset({'vomiting'}),0.02262295750800677,0.10807613063788989,0.005446645315273046,0.2407574391343553,2.2276652366563288,0.0030016436042222747,1.1747548350624468
frozenset({'body pain'}),frozenset({'abdominal pain'}),0.28785622488321333,0.07512199986853707,0.06617118740494436,0.22987582579390387,3.0600333616807966,0.04454685211711003,1.2009465890158546
