antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'body pain', 'vomiting', 'vision'})",frozenset({'headache'}),0.010313600536642629,0.011403655877913801,0.010313600536642629,1.0,87.69117647058825,0.010195987785260489,inf
"frozenset({'headache', 'body pain'})","frozenset({'vomiting', 'vision'})",0.010313600536642629,0.0196209961428811,0.010313600536642629,1.0,50.965811965811966,0.010111237420293948,inf
"frozenset({'headache', 'body pain'})",frozenset({'vision'}),0.010313600536642629,0.021465705181955393,0.010313600536642629,1.0,46.58593749999999,0.010092211828158601,inf
"frozenset({'headache', 'body pain', 'vomiting'})",frozenset({'vision'}),0.010313600536642629,0.021465705181955393,0.010313600536642629,1.0,46.58593749999999,0.010092211828158601,inf
"frozenset({'headache', 'vomiting', 'vision'})",frozenset({'body pain'}),0.010313600536642629,0.4023981217507966,0.010313600536642629,1.0,2.4851010627214003,0.006163427052209627,inf
"frozenset({'abdominal pain', 'vomiting'})",frozenset({'body pain'}),0.08049639443233272,0.4023981217507966,0.08049639443233272,1.0,2.4851010627214003,0.048104796505050756,inf
"frozenset({'headache', 'body pain'})",frozenset({'vomiting'}),0.010313600536642629,0.4202582592654704,0.010313600536642629,1.0,2.379489225857941,0.005979224728353777,inf
"frozenset({'headache', 'body pain', 'vision'})",frozenset({'vomiting'}),0.010313600536642629,0.4202582592654704,0.010313600536642629,1.0,2.379489225857941,0.005979224728353777,inf
"frozenset({'body pain', 'fever'})",frozenset({'abdominal pain'}),0.020794901895019285,0.30018447090390743,0.020627201073285258,0.9919354838709676,3.3044197152640113,0.014384894450430232,86.77712560791436
frozenset({'cramp'}),frozenset({'abdominal pain'}),0.02037564984068422,0.30018447090390743,0.02020794901895019,0.9917695473251028,3.303866933351725,0.014091495352201115,85.02758678517449
"frozenset({'body pain', 'vision'})","frozenset({'headache', 'vomiting'})",0.010481301358376657,0.010649002180110683,0.010313600536642629,0.9839999999999999,92.40302362204723,0.010201985135626878,61.8344373637426
"frozenset({'body pain', 'vision'})",frozenset({'headache'}),0.010481301358376657,0.011403655877913801,0.010313600536642629,0.9839999999999999,86.28811764705881,0.01019407538279899,61.7872715076299
"frozenset({'body pain', 'vision'})",frozenset({'vomiting'}),0.010481301358376657,0.4202582592654704,0.010313600536642629,0.9839999999999999,2.3414173982442135,0.005908747072934445,36.233858795907814
"frozenset({'headache', 'vision'})","frozenset({'body pain', 'vomiting'})",0.010565151769243669,0.11420425960087205,0.010313600536642629,0.9761904761904762,8.547758897979161,0.009107015201265313,37.20342109676333
"frozenset({'headache', 'vision'})",frozenset({'body pain'}),0.010565151769243669,0.4023981217507966,0.010313600536642629,0.9761904761904762,2.4259319897994622,0.006062203308686871,25.099278886466514
"frozenset({'headache', 'vision'})",frozenset({'vomiting'}),0.010565151769243669,0.4202582592654704,0.010313600536642629,0.9761904761904762,2.3228347204803708,0.00587350824522478,24.349153110850214
"frozenset({'headache', 'vomiting'})","frozenset({'body pain', 'vision'})",0.010649002180110683,0.010481301358376657,0.010313600536642629,0.968503937007874,92.40302362204723,0.010201985135626878,31.417218681871486
"frozenset({'headache', 'vomiting'})",frozenset({'vision'}),0.010649002180110683,0.021465705181955393,0.010313600536642629,0.968503937007874,45.11866387795275,0.010085012195362373,31.068463860472864
"frozenset({'headache', 'vomiting'})",frozenset({'body pain'}),0.010649002180110683,0.4023981217507966,0.010313600536642629,0.968503937007874,2.4068301631081277,0.006028462060845952,18.973859634412175
frozenset({'headache'}),frozenset({'vomiting'}),0.011403655877913801,0.4202582592654704,0.010649002180110683,0.9338235294117648,2.2220230270879306,0.005856521611596179,8.760541859988463
frozenset({'headache'}),frozenset({'vision'}),0.011403655877913801,0.021465705181955393,0.010565151769243669,0.9264705882352942,43.160500919117645,0.010320364254171899,13.308066409525415
frozenset({'vision'}),frozenset({'vomiting'}),0.021465705181955393,0.4202582592654704,0.0196209961428811,0.9140625,2.175001870510774,0.01059985624920674,6.746085710365435
frozenset({'headache'}),"frozenset({'body pain', 'vomiting', 'vision'})",0.011403655877913801,0.010313600536642629,0.010313600536642629,0.9044117647058824,87.69117647058825,0.010195987785260489,10.353642332847432
frozenset({'headache'}),"frozenset({'body pain', 'vision'})",0.011403655877913801,0.010481301358376657,0.010313600536642629,0.9044117647058824,86.28811764705883,0.01019407538279899,10.35188792425083
frozenset({'headache'}),"frozenset({'vomiting', 'vision'})",0.011403655877913801,0.0196209961428811,0.010313600536642629,0.9044117647058824,46.09407993966817,0.01008984944864734,10.256272655736014
frozenset({'headache'}),"frozenset({'body pain', 'vomiting'})",0.011403655877913801,0.11420425960087205,0.010313600536642629,0.9044117647058824,7.919247214304224,0.00901125446036235,9.266786207252416
frozenset({'headache'}),frozenset({'body pain'}),0.011403655877913801,0.4023981217507966,0.010313600536642629,0.9044117647058824,2.2475546376083253,0.005724790830277684,6.251835033991667
frozenset({'rash'}),frozenset({'vomiting'}),0.010816703001844709,0.4202582592654704,0.009726647660573537,0.8992248062015504,2.139695737980784,0.005180838886026691,5.752821888827257
frozenset({'abdominal pain'}),frozenset({'body pain'}),0.30018447090390743,0.4023981217507966,0.25876236793560287,0.8620111731843575,2.1421848825581677,0.13796870066511385,4.330799036704752
frozenset({'diarrhea'}),frozenset({'vomiting'}),0.17700821734026498,0.4202582592654704,0.14380345463692773,0.812411179535765,1.9331236486718943,0.06941428934182392,3.090491956289373
frozenset({'cough'}),frozenset({'bleeding'}),0.0544189166526916,0.07253060539996646,0.04100285091396948,0.7534668721109399,10.38826117548563,0.03705581394393944,3.7620477318463856
"frozenset({'body pain', 'vomiting'})",frozenset({'abdominal pain'}),0.11420425960087205,0.30018447090390743,0.08049639443233272,0.7048458149779736,2.348042231683607,0.04621404918907246,2.37101679260915
frozenset({'body pain'}),frozenset({'abdominal pain'}),0.4023981217507966,0.30018447090390743,0.25876236793560287,0.6430506355490727,2.1421848825581677,0.13796870066511385,1.9605456649924975
"frozenset({'abdominal pain', 'fever'})",frozenset({'body pain'}),0.03253395941640114,0.4023981217507966,0.020627201073285258,0.634020618556701,1.5756053129625371,0.007535596911008798,1.6328840053569782
"frozenset({'diarrhea', 'fever'})",frozenset({'vomiting'}),0.05265805802448432,0.4202582592654704,0.030689250377326848,0.5828025477707006,1.3867723832229402,0.008559266575656935,1.3896099739743686
frozenset({'bleeding'}),frozenset({'cough'}),0.07253060539996646,0.0544189166526916,0.04100285091396948,0.5653179190751445,10.38826117548563,0.03705581394393944,2.1753394603601643
frozenset({'fever'}),frozenset({'vomiting'}),0.15160154284755994,0.4202582592654704,0.0835150092235452,0.5508849557522124,1.310824816899618,0.01980320872447003,1.2908535310936324
"frozenset({'vomiting', 'vision'})","frozenset({'headache', 'body pain'})",0.0196209961428811,0.010313600536642629,0.010313600536642629,0.5256410256410255,50.96581196581196,0.010111237420293948,2.086365923193023
"frozenset({'vomiting', 'vision'})",frozenset({'headache'}),0.0196209961428811,0.011403655877913801,0.010313600536642629,0.5256410256410255,46.09407993966817,0.01008984944864734,2.0840679686898027
"frozenset({'vomiting', 'vision'})",frozenset({'body pain'}),0.0196209961428811,0.4023981217507966,0.010313600536642629,0.5256410256410255,1.3062710714304795,0.00241814854186765,1.25980936495778
frozenset({'vision'}),frozenset({'headache'}),0.021465705181955393,0.011403655877913801,0.010565151769243669,0.49218749999999994,43.160500919117645,0.010320364254171899,1.946774339194262
frozenset({'vision'}),frozenset({'body pain'}),0.021465705181955393,0.4023981217507966,0.010481301358376657,0.48828125,1.2134282532819336,0.0018435419111014657,1.1678326781053134
frozenset({'vision'}),"frozenset({'headache', 'body pain'})",0.021465705181955393,0.010313600536642629,0.010313600536642629,0.48046874999999994,46.5859375,0.010092211828158601,1.9049602876888683
frozenset({'vision'}),"frozenset({'headache', 'body pain', 'vomiting'})",0.021465705181955393,0.010313600536642629,0.010313600536642629,0.48046874999999994,46.5859375,0.010092211828158601,1.9049602876888683
frozenset({'vision'}),"frozenset({'headache', 'vomiting'})",0.021465705181955393,0.010649002180110683,0.010313600536642629,0.48046874999999994,45.11866387795275,0.010085012195362373,1.904314702570614
frozenset({'vision'}),"frozenset({'body pain', 'vomiting'})",0.021465705181955393,0.11420425960087205,0.010313600536642629,0.48046874999999994,4.207100082599118,0.00786212556952681,1.7049902973095996
"frozenset({'vomiting', 'fever'})",frozenset({'diarrhea'}),0.0835150092235452,0.17700821734026498,0.030689250377326848,0.36746987951807225,2.076004634359322,0.015906407473511325,1.3011108183001523
frozenset({'fever'}),frozenset({'diarrhea'}),0.15160154284755994,0.17700821734026498,0.05265805802448432,0.3473451327433628,1.9623107783502343,0.025823339179003934,1.260990799193899
frozenset({'vomiting'}),frozenset({'diarrhea'}),0.4202582592654704,0.17700821734026498,0.14380345463692773,0.3421787709497207,1.9331236486718943,0.06941428934182392,1.2510872959328456
frozenset({'diarrhea'}),frozenset({'fever'}),0.17700821734026498,0.15160154284755994,0.05265805802448432,0.2974893415442918,1.9623107783502347,0.025823339179003934,1.2076663135865147
frozenset({'abdominal pain'}),"frozenset({'body pain', 'vomiting'})",0.30018447090390743,0.11420425960087205,0.08049639443233272,0.2681564245810056,2.348042231683607,0.04621404918907246,1.2103621185606404
"frozenset({'vomiting', 'diarrhea'})",frozenset({'fever'}),0.14380345463692773,0.15160154284755994,0.030689250377326848,0.21341107871720114,1.4077104672463168,0.008888424787559506,1.078579209797209
frozenset({'fever'}),"frozenset({'vomiting', 'diarrhea'})",0.15160154284755994,0.14380345463692773,0.030689250377326848,0.20243362831858408,1.407710467246317,0.008888424787559506,1.073511341204185
