antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'abdominal pain', 'vomiting'})",frozenset({'body pain'}),0.015527711700093856,0.28694780356774297,0.015527711700093856,1.0,3.484954363011595,0.01107206893331878,inf
frozenset({'abdominal pain'}),frozenset({'body pain'}),0.07230999380819879,0.28694780356774297,0.06385690461161136,0.8830992958039919,3.077560743884589,0.04310771071235163,6.099639872456871
"frozenset({'abdominal pain', 'fever'})",frozenset({'body pain'}),0.00859168912638355,0.28694780356774297,0.00672134333462392,0.7823075574259163,2.726306135468391,0.0042559770108713,3.27550275976896
frozenset({'chest'}),frozenset({'body pain'}),0.016210918962730178,0.28694780356774297,0.011956503726379634,0.7375586636308721,2.570358282797409,0.007304816136209535,2.7169965154777973
frozenset({'diarrhea'}),frozenset({'vomiting'}),0.04239274700541293,0.10402677991687018,0.0308196528674367,0.7270029673590505,6.988613585271145,0.02640967190463305,3.2819888605218996
"frozenset({'body pain', 'vomiting'})",frozenset({'abdominal pain'}),0.02220009310299632,0.07230999380819879,0.015527711700093856,0.699443539630836,9.672847455720989,0.013922423105274756,3.086574832070983
"frozenset({'diarrhea', 'fever'})",frozenset({'vomiting'}),0.015396644375177957,0.10402677991687018,0.008608260857120045,0.5590998043052838,5.374575707832842,0.00700659752124509,2.0321452084442053
"frozenset({'body pain', 'fever'})",frozenset({'abdominal pain'}),0.01290109237835973,0.07230999380819879,0.00672134333462392,0.5209902493139488,7.204954970620905,0.005788465424625727,1.9366829273582375
frozenset({'headache'}),frozenset({'vision'}),0.022910417743201447,0.04760380306155193,0.008876421590856021,0.3874404076935723,8.138854099379625,0.007785798576550774,1.5547812962204335
"frozenset({'vomiting', 'fever'})",frozenset({'diarrhea'}),0.023217748022314588,0.04239274700541293,0.008608260857120045,0.37076209324205955,8.745885073093252,0.007623996739174636,1.52185245470751
frozenset({'diarrhea'}),frozenset({'fever'}),0.04239274700541293,0.09583657863060256,0.015396644375177957,0.36319053288082587,3.7896859223316617,0.01133386854342646,1.4198335107354645
