antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'body pain', 'vomiting', 'vision'})",frozenset({'headache'}),0.01107850497054073,0.011487977433517597,0.01107850497054073,1.0,87.04752475247524,0.010951235355442046,inf
"frozenset({'headache', 'body pain'})","frozenset({'vomiting', 'vision'})",0.01107850497054073,0.02199777064992379,0.01107850497054073,1.0,45.45915201654602,0.010834802559054734,inf
"frozenset({'headache', 'body pain'})",frozenset({'vision'}),0.01107850497054073,0.022975954867035193,0.01107850497054073,1.0,43.52376237623762,0.010823965740343361,inf
"frozenset({'headache', 'body pain', 'vomiting'})",frozenset({'vision'}),0.01107850497054073,0.022975954867035193,0.01107850497054073,1.0,43.52376237623762,0.010823965740343361,inf
"frozenset({'abdominal pain', 'vomiting'})",frozenset({'body pain'}),0.08244045587934211,0.40774357924429583,0.08244045587934211,1.0,2.452521758536041,0.0488258893245677,inf
"frozenset({'headache', 'vomiting', 'vision'})",frozenset({'body pain'}),0.01107850497054073,0.40774357924429583,0.01107850497054073,1.0,2.452521758536041,0.006561315701176731,inf
"frozenset({'headache', 'body pain'})",frozenset({'vomiting'}),0.01107850497054073,0.43103801269364633,0.01107850497054073,1.0,2.3199810006333124,0.006303248204422171,inf
"frozenset({'headache', 'body pain', 'vision'})",frozenset({'vomiting'}),0.01107850497054073,0.43103801269364633,0.01107850497054073,1.0,2.3199810006333124,0.006303248204422171,inf
frozenset({'cramp'}),frozenset({'abdominal pain'}),0.020382629268181716,0.30385131599899906,0.020359880798016334,0.9988839285714286,3.2874102430239898,0.014166592071359604,623.7492208649146
"frozenset({'body pain', 'fever'})",frozenset({'abdominal pain'}),0.020610113969835527,0.30385131599899906,0.02049637161900862,0.9944812362030906,3.272920615576227,0.014233961366384742,126.14214154098326
"frozenset({'headache', 'vomiting'})","frozenset({'body pain', 'vision'})",0.011169498851202256,0.01121499579153302,0.01107850497054073,0.9918533604887984,88.43992266476081,0.010953239087930965,121.37335926658905
"frozenset({'headache', 'vomiting'})",frozenset({'vision'}),0.011169498851202256,0.022975954867035193,0.01107850497054073,0.9918533604887984,43.16918997398721,0.010821875069048106,119.92970154007116
"frozenset({'headache', 'vomiting'})",frozenset({'body pain'}),0.011169498851202256,0.40774357924429583,0.01107850497054073,0.9918533604887984,2.4325419478758694,0.006524213530586472,72.69947564776253
"frozenset({'headache', 'vision'})","frozenset({'body pain', 'vomiting'})",0.011192247321367638,0.11449305034236447,0.01107850497054073,0.9898373983739837,8.645392846239211,0.009797070434531192,87.13388384631062
"frozenset({'headache', 'vision'})",frozenset({'body pain'}),0.011192247321367638,0.40774357924429583,0.01107850497054073,0.9898373983739837,2.4275977569249023,0.006514937987938907,58.278031802360815
"frozenset({'headache', 'vision'})",frozenset({'vomiting'}),0.011192247321367638,0.43103801269364633,0.01107850497054073,0.9898373983739837,2.2964039579439492,0.006254220927562637,55.98585955094474
"frozenset({'body pain', 'vision'})","frozenset({'headache', 'vomiting'})",0.01121499579153302,0.011169498851202256,0.01107850497054073,0.9878296146044624,88.43992266476083,0.010953239087930965,81.24890617772566
"frozenset({'body pain', 'vision'})",frozenset({'headache'}),0.01121499579153302,0.011487977433517597,0.01107850497054073,0.9878296146044624,85.98812282851001,0.010949667351970605,81.22273785421208
"frozenset({'body pain', 'vision'})",frozenset({'vomiting'}),0.01121499579153302,0.43103801269364633,0.01107850497054073,0.9878296146044624,2.29174593774528,0.006244415472190731,46.74970995700507
frozenset({'headache'}),frozenset({'vision'}),0.011487977433517597,0.022975954867035193,0.011192247321367638,0.9742574257425742,42.40334869130477,0.010928300070341618,37.95362636862668
frozenset({'headache'}),frozenset({'vomiting'}),0.011487977433517597,0.43103801269364633,0.011169498851202256,0.9722772277227721,2.25566469566526,0.0062177438883893755,20.523271684979083
frozenset({'headache'}),"frozenset({'body pain', 'vomiting', 'vision'})",0.011487977433517597,0.01107850497054073,0.01107850497054073,0.9643564356435642,87.04752475247524,0.010951235355442046,27.74474194388194
frozenset({'headache'}),"frozenset({'body pain', 'vision'})",0.011487977433517597,0.01121499579153302,0.01107850497054073,0.9643564356435642,85.98812282851001,0.010949667351970605,27.740912618070766
frozenset({'headache'}),"frozenset({'vomiting', 'vision'})",0.011487977433517597,0.02199777064992379,0.01107850497054073,0.9643564356435642,43.83882580605526,0.01082579507772671,27.43839587898814
frozenset({'headache'}),"frozenset({'body pain', 'vomiting'})",0.011487977433517597,0.11449305034236447,0.01107850497054073,0.9643564356435642,8.42283817891028,0.009763211391913053,24.84338942095023
frozenset({'headache'}),frozenset({'body pain'}),0.011487977433517597,0.40774357924429583,0.01107850497054073,0.9643564356435642,2.3651051414001025,0.006394355933520566,16.61608291564608
frozenset({'vision'}),frozenset({'vomiting'}),0.022975954867035193,0.43103801269364633,0.02199777064992379,0.9574257425742573,2.2212095322895173,0.01209426072429803,13.363990864637561
frozenset({'rash'}),frozenset({'vomiting'}),0.011738210605336792,0.43103801269364633,0.010851020268886917,0.9244186046511628,2.144633599422655,0.0057914052969830635,7.527804755130215
frozenset({'abdominal pain'}),frozenset({'body pain'}),0.30385131599899906,0.40774357924429583,0.26372301462726633,0.8679344164108708,2.128628041229941,0.13982959148374488,4.484562931992032
frozenset({'diarrhea'}),frozenset({'vomiting'}),0.17841625150708615,0.43103801269364633,0.14759207443299438,0.8272344766033406,1.9191682687885925,0.07068788795113018,3.293261156047035
frozenset({'cough'}),frozenset({'bleeding'}),0.05380013194112696,0.07620737505402762,0.041675197342978684,0.774630021141649,10.164764507273357,0.03757523051018505,4.099004799244324
"frozenset({'body pain', 'vomiting'})",frozenset({'abdominal pain'}),0.11449305034236447,0.30385131599899906,0.08244045587934211,0.7200476852771707,2.369736931728618,0.04765159186007502,2.4866687910411907
"frozenset({'abdominal pain', 'fever'})",frozenset({'body pain'}),0.029800495916649607,0.40774357924429583,0.02049637161900862,0.6877862595419847,1.6868107667488341,0.008345410750698888,1.8969582180683922
frozenset({'body pain'}),frozenset({'abdominal pain'}),0.40774357924429583,0.30385131599899906,0.26372301462726633,0.6467864316000893,2.128628041229941,0.13982959148374488,1.9709001756490194
"frozenset({'diarrhea', 'fever'})",frozenset({'vomiting'}),0.052480720671534836,0.43103801269364633,0.0320070975226916,0.6098829648894668,1.4149168911534764,0.009385911979702857,1.4584392274619529
frozenset({'fever'}),frozenset({'vomiting'}),0.14715985349985214,0.43103801269364633,0.0846470574853841,0.5752048230020096,1.3344642608373096,0.02121556668451971,1.3393795836553135
frozenset({'bleeding'}),frozenset({'cough'}),0.07620737505402762,0.05380013194112696,0.041675197342978684,0.546865671641791,10.164764507273357,0.03757523051018505,2.0881222384698446
"frozenset({'vomiting', 'vision'})","frozenset({'headache', 'body pain'})",0.02199777064992379,0.01107850497054073,0.01107850497054073,0.5036194415718718,45.45915201654602,0.010834802559054734,1.9922647618614315
"frozenset({'vomiting', 'vision'})",frozenset({'headache'}),0.02199777064992379,0.011487977433517597,0.01107850497054073,0.5036194415718718,43.83882580605527,0.01082579507772671,1.9914398454620594
"frozenset({'vomiting', 'vision'})",frozenset({'body pain'}),0.02199777064992379,0.40774357924429583,0.01107850497054073,0.5036194415718718,1.2351376384767858,0.002109055230345684,1.1931499143140958
frozenset({'vision'}),frozenset({'body pain'}),0.022975954867035193,0.40774357924429583,0.01121499579153302,0.4881188118811881,1.1971220068893744,0.0018466977174926916,1.1570193132751667
frozenset({'vision'}),frozenset({'headache'}),0.022975954867035193,0.011487977433517597,0.011192247321367638,0.4871287128712871,42.40334869130477,0.010928300070341618,1.9274076115678518
frozenset({'vision'}),"frozenset({'headache', 'body pain'})",0.022975954867035193,0.01107850497054073,0.01107850497054073,0.4821782178217821,43.52376237623762,0.010823965740343361,1.9097719120071774
frozenset({'vision'}),"frozenset({'headache', 'body pain', 'vomiting'})",0.022975954867035193,0.01107850497054073,0.01107850497054073,0.4821782178217821,43.52376237623762,0.010823965740343361,1.9097719120071774
frozenset({'vision'}),"frozenset({'headache', 'vomiting'})",0.022975954867035193,0.011169498851202256,0.01107850497054073,0.4821782178217821,43.16918997398721,0.010821875069048106,1.9095961876869707
frozenset({'vision'}),"frozenset({'body pain', 'vomiting'})",0.022975954867035193,0.11449305034236447,0.01107850497054073,0.4821782178217821,4.21141908945514,0.008447917813285376,1.7100612220921834
"frozenset({'vomiting', 'fever'})",frozenset({'diarrhea'}),0.0846470574853841,0.17841625150708615,0.0320070975226916,0.37812416017199674,2.1193369829148034,0.016904686825044528,1.3211379119023907
frozenset({'fever'}),frozenset({'diarrhea'}),0.14715985349985214,0.17841625150708615,0.052480720671534836,0.356623898593291,1.9988307992174525,0.026225011237759267,1.2769882914465784
frozenset({'vomiting'}),frozenset({'diarrhea'}),0.43103801269364633,0.17841625150708615,0.14759207443299438,0.3424108085286046,1.9191682687885925,0.07068788795113018,1.2493875494738147
frozenset({'diarrhea'}),frozenset({'fever'}),0.17841625150708615,0.14715985349985214,0.052480720671534836,0.2941476475838327,1.9988307992174528,0.026225011237759267,1.2082415587067665
frozenset({'abdominal pain'}),"frozenset({'body pain', 'vomiting'})",0.30385131599899906,0.11449305034236447,0.08244045587934211,0.27131840982256494,2.369736931728618,0.04765159186007502,1.2152179519754482
