antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'body pain', 'vision'})","frozenset({'headache', 'vomiting'})",0.010223298358891578,0.010492332526230832,0.010223298358891578,1.0,95.3076923076923,0.010116032112995218,inf
"frozenset({'body pain', 'vision'})",frozenset({'headache'}),0.010223298358891578,0.010761366693570083,0.010223298358891578,1.0,92.925,0.010113281696433774,inf
"frozenset({'body pain', 'vomiting', 'vision'})",frozenset({'headache'}),0.010223298358891578,0.010761366693570083,0.010223298358891578,1.0,92.925,0.010113281696433774,inf
"frozenset({'headache', 'body pain'})","frozenset({'vomiting', 'vision'})",0.010223298358891578,0.022329835889157924,0.010223298358891578,1.0,44.78313253012048,0.009995013784291632,inf
"frozenset({'headache', 'body pain'})",frozenset({'vision'}),0.010223298358891578,0.023136938391175678,0.010223298358891578,1.0,43.22093023255814,0.009986762534607296,inf
"frozenset({'headache', 'body pain', 'vomiting'})",frozenset({'vision'}),0.010223298358891578,0.023136938391175678,0.010223298358891578,1.0,43.22093023255814,0.009986762534607296,inf
"frozenset({'headache', 'vision'})","frozenset({'body pain', 'vomiting'})",0.010223298358891578,0.10842076943771858,0.010223298358891578,1.0,9.22332506203474,0.009114880484629188,inf
"frozenset({'body pain', 'fever'})",frozenset({'abdominal pain'}),0.022598870056497175,0.3099273607748184,0.022598870056497175,1.0,3.2265625,0.015594861903393934,inf
frozenset({'cramp'}),frozenset({'abdominal pain'}),0.023136938391175678,0.3099273607748184,0.023136938391175678,1.0,3.2265625,0.015966168139189028,inf
"frozenset({'abdominal pain', 'vomiting'})",frozenset({'body pain'}),0.07667473769168684,0.4038202851762174,0.07667473769168684,1.0,2.4763491005996,0.0457119232512182,inf
"frozenset({'headache', 'vision'})",frozenset({'body pain'}),0.010223298358891578,0.4038202851762174,0.010223298358891578,1.0,2.4763491005996,0.0060949231001624265,inf
"frozenset({'headache', 'vomiting', 'vision'})",frozenset({'body pain'}),0.010223298358891578,0.4038202851762174,0.010223298358891578,1.0,2.4763491005996,0.0060949231001624265,inf
"frozenset({'body pain', 'vision'})",frozenset({'vomiting'}),0.010223298358891578,0.42023136938391176,0.010223298358891578,1.0,2.3796414852752883,0.005927147689914272,inf
"frozenset({'headache', 'vision'})",frozenset({'vomiting'}),0.010223298358891578,0.42023136938391176,0.010223298358891578,1.0,2.3796414852752883,0.005927147689914272,inf
"frozenset({'headache', 'body pain'})",frozenset({'vomiting'}),0.010223298358891578,0.42023136938391176,0.010223298358891578,1.0,2.3796414852752883,0.005927147689914272,inf
"frozenset({'headache', 'body pain', 'vision'})",frozenset({'vomiting'}),0.010223298358891578,0.42023136938391176,0.010223298358891578,1.0,2.3796414852752883,0.005927147689914272,inf
frozenset({'headache'}),frozenset({'vomiting'}),0.010761366693570083,0.42023136938391176,0.010492332526230832,0.9750000000000001,2.3201504481434063,0.005970068664149457,23.190745224643614
"frozenset({'headache', 'vomiting'})","frozenset({'body pain', 'vision'})",0.010492332526230832,0.010223298358891578,0.010223298358891578,0.9743589743589742,95.3076923076923,0.010116032112995218,38.60129136400303
"frozenset({'headache', 'vomiting'})",frozenset({'vision'}),0.010492332526230832,0.023136938391175678,0.010223298358891578,0.9743589743589742,42.112701252236135,0.009980537907652447,38.09765940274395
"frozenset({'headache', 'vomiting'})",frozenset({'body pain'}),0.010492332526230832,0.4038202851762174,0.010223298358891578,0.9743589743589742,2.412852969814995,0.005986281645985343,23.251008878127404
frozenset({'vision'}),frozenset({'vomiting'}),0.023136938391175678,0.42023136938391176,0.022329835889157924,0.9651162790697675,2.296630735788941,0.012606968585682969,16.62003407766122
frozenset({'headache'}),"frozenset({'body pain', 'vision'})",0.010761366693570083,0.010223298358891578,0.010223298358891578,0.95,92.925,0.010113281696433774,19.79553403282215
frozenset({'headache'}),"frozenset({'body pain', 'vomiting', 'vision'})",0.010761366693570083,0.010223298358891578,0.010223298358891578,0.95,92.925,0.010113281696433774,19.79553403282215
frozenset({'headache'}),"frozenset({'vomiting', 'vision'})",0.010761366693570083,0.022329835889157924,0.010223298358891578,0.95,42.54397590361445,0.009982998806681109,19.553403282216824
frozenset({'headache'}),frozenset({'vision'}),0.010761366693570083,0.023136938391175678,0.010223298358891578,0.95,41.05988372093023,0.009974313280697597,19.53726123217647
frozenset({'headache'}),"frozenset({'body pain', 'vomiting'})",0.010761366693570083,0.10842076943771858,0.010223298358891578,0.95,8.762158808933002,0.009056542701773272,17.831584611245614
frozenset({'headache'}),frozenset({'body pain'}),0.010761366693570083,0.4038202851762174,0.010223298358891578,0.95,2.3525316455696204,0.00587764019180826,11.923594296475642
frozenset({'rash'}),frozenset({'vomiting'}),0.014796879203658865,0.42023136938391176,0.013182674199623353,0.890909090909091,2.120044232336166,0.006964561389261463,5.31454578064748
frozenset({'abdominal pain'}),frozenset({'body pain'}),0.3099273607748184,0.4038202851762174,0.26419155232714553,0.8524305555555555,2.1109156395736175,0.13903659711514596,4.039994302805866
frozenset({'diarrhea'}),frozenset({'vomiting'}),0.16680118375033628,0.42023136938391176,0.1353241861716438,0.8112903225806452,1.930580108215274,0.06522909630938249,3.0722782135211517
frozenset({'cough'}),frozenset({'bleeding'}),0.054613935969868174,0.07532956685499058,0.04143126177024482,0.7586206896551725,10.070689655172416,0.037317217629388465,3.8307775087436116
"frozenset({'body pain', 'vomiting'})",frozenset({'abdominal pain'}),0.10842076943771858,0.3099273607748184,0.07667473769168684,0.707196029776675,2.2818121898263026,0.04307217476667963,2.356773505150408
"frozenset({'abdominal pain', 'fever'})",frozenset({'body pain'}),0.03362927091740651,0.4038202851762174,0.022598870056497175,0.672,1.6641065956029315,0.009018688284361805,1.8176210817798253
frozenset({'body pain'}),frozenset({'abdominal pain'}),0.4038202851762174,0.3099273607748184,0.26419155232714553,0.654230512991339,2.1109156395736175,0.13903659711514596,1.9957592128651203
"frozenset({'diarrhea', 'fever'})",frozenset({'vomiting'}),0.05030938929244014,0.42023136938391176,0.02878665590529997,0.5721925133689839,1.361613042376769,0.0076450723500695456,1.3552091740651062
frozenset({'fever'}),frozenset({'vomiting'}),0.1487758945386064,0.42023136938391176,0.08259348937315039,0.5551537070524413,1.3210667920063535,0.02007319147987538,1.3033010273605563
frozenset({'bleeding'}),frozenset({'cough'}),0.07532956685499058,0.054613935969868174,0.04143126177024482,0.55,10.070689655172414,0.037317217629388465,2.10085792006696
"frozenset({'vomiting', 'vision'})","frozenset({'headache', 'body pain'})",0.022329835889157924,0.010223298358891578,0.010223298358891578,0.4578313253012048,44.78313253012048,0.009995013784291632,1.8255881385824886
